"","MFE","peak_type","peak_type_2"
"10609",-13.6,"random sequence","random sequence"
"10610",-8.9,"random sequence","random sequence"
"10611",-12.5,"random sequence","random sequence"
"10612",-4.7,"random sequence","random sequence"
"10613",-4.6,"random sequence","random sequence"
"10614",-11.8,"random sequence","random sequence"
"10615",-9.2,"random sequence","random sequence"
"10616",-4.8,"random sequence","random sequence"
"10617",-9.8,"random sequence","random sequence"
"10618",-11.7,"random sequence","random sequence"
"10619",-1.3,"random sequence","random sequence"
"10620",-8.8,"random sequence","random sequence"
"10621",-1.8,"random sequence","random sequence"
"10622",-5.2,"random sequence","random sequence"
"10623",-12.3,"random sequence","random sequence"
"10624",-2.3,"random sequence","random sequence"
"10625",-5.3,"random sequence","random sequence"
"10626",-8,"random sequence","random sequence"
"10627",-9.2,"random sequence","random sequence"
"10628",-3.3,"random sequence","random sequence"
"10629",-6.1,"random sequence","random sequence"
"10630",-8.7,"random sequence","random sequence"
"10631",-8.4,"random sequence","random sequence"
"10632",-14.7,"random sequence","random sequence"
"10633",-5.7,"random sequence","random sequence"
"10634",-8.3,"random sequence","random sequence"
"10635",-5.2,"random sequence","random sequence"
"10636",-12,"random sequence","random sequence"
"10637",-8.1,"random sequence","random sequence"
"10638",-6.3,"random sequence","random sequence"
"10639",-18.2,"random sequence","random sequence"
"10640",-13.7,"random sequence","random sequence"
"10641",-2.1,"random sequence","random sequence"
"10642",-2.1,"random sequence","random sequence"
"10643",-10.6,"random sequence","random sequence"
"10644",-4.5,"random sequence","random sequence"
"10645",-2.6,"random sequence","random sequence"
"10646",-8.7,"random sequence","random sequence"
"10647",-10.1,"random sequence","random sequence"
"10648",-16.2,"random sequence","random sequence"
"10649",-4.5,"random sequence","random sequence"
"10650",-17.6,"random sequence","random sequence"
"10651",-6.3,"random sequence","random sequence"
"10652",-12.3,"random sequence","random sequence"
"10653",0,"random sequence","random sequence"
"10654",-6.6,"random sequence","random sequence"
"10655",-6.6,"random sequence","random sequence"
"10656",-6,"random sequence","random sequence"
"10657",-12.4,"random sequence","random sequence"
"10658",-8.6,"random sequence","random sequence"
"10659",-5.7,"random sequence","random sequence"
"10660",-10.4,"random sequence","random sequence"
"10661",-8,"random sequence","random sequence"
"10662",-5.9,"random sequence","random sequence"
"10663",-4.8,"random sequence","random sequence"
"10664",-10.8,"random sequence","random sequence"
"10665",-5.7,"random sequence","random sequence"
"10666",-8.7,"random sequence","random sequence"
"10667",-9.3,"random sequence","random sequence"
"10668",-14.5,"random sequence","random sequence"
"10669",-13.2,"random sequence","random sequence"
"10670",-8.3,"random sequence","random sequence"
"10671",-10.8,"random sequence","random sequence"
"10672",-8.4,"random sequence","random sequence"
"10673",-14.7,"random sequence","random sequence"
"10674",-13.2,"random sequence","random sequence"
"10675",-3.3,"random sequence","random sequence"
"10676",-9.1,"random sequence","random sequence"
"10677",-9.1,"random sequence","random sequence"
"10678",-5.4,"random sequence","random sequence"
"10679",-4.4,"random sequence","random sequence"
"10680",-6.1,"random sequence","random sequence"
"10681",-7.7,"random sequence","random sequence"
"10682",-11.8,"random sequence","random sequence"
"10683",-9.6,"random sequence","random sequence"
"10684",-11.5,"random sequence","random sequence"
"10685",-1.2,"random sequence","random sequence"
"10686",-5.1,"random sequence","random sequence"
"10687",-22.7,"random sequence","random sequence"
"10688",-14.9,"random sequence","random sequence"
"10689",-11.2,"random sequence","random sequence"
"10690",-11.4,"random sequence","random sequence"
"10691",-7.2,"random sequence","random sequence"
"10692",-4.2,"random sequence","random sequence"
"10693",-11.9,"random sequence","random sequence"
"10694",-8.5,"random sequence","random sequence"
"10695",-8.1,"random sequence","random sequence"
"10696",-7.7,"random sequence","random sequence"
"10697",-16.1,"random sequence","random sequence"
"10698",-4.9,"random sequence","random sequence"
"10699",-11.8,"random sequence","random sequence"
"10700",-7.5,"random sequence","random sequence"
"10701",-18.3,"random sequence","random sequence"
"10702",-4.1,"random sequence","random sequence"
"10703",-11.5,"random sequence","random sequence"
"10704",-12.4,"random sequence","random sequence"
"10705",-9.1,"random sequence","random sequence"
"10706",-0.4,"random sequence","random sequence"
"10707",-8,"random sequence","random sequence"
"10708",-11.9,"random sequence","random sequence"
"10709",-10.1,"random sequence","random sequence"
"10710",-13.1,"random sequence","random sequence"
"10711",-5.8,"random sequence","random sequence"
"10712",-8,"random sequence","random sequence"
"10713",-7.7,"random sequence","random sequence"
"10714",-7.8,"random sequence","random sequence"
"10715",-4.2,"random sequence","random sequence"
"10716",-8.9,"random sequence","random sequence"
"10717",-9.8,"random sequence","random sequence"
"10718",-6.3,"random sequence","random sequence"
"10719",-8.9,"random sequence","random sequence"
"10720",-6.1,"random sequence","random sequence"
"10721",-1.8,"random sequence","random sequence"
"10722",-5.7,"random sequence","random sequence"
"10723",-3,"random sequence","random sequence"
"10724",-12.8,"random sequence","random sequence"
"10725",-9.5,"random sequence","random sequence"
"10726",-10,"random sequence","random sequence"
"10727",-7.7,"random sequence","random sequence"
"10728",-8.7,"random sequence","random sequence"
"10729",-7.8,"random sequence","random sequence"
"10730",-4.2,"random sequence","random sequence"
"10731",-5.4,"random sequence","random sequence"
"10732",-0.1,"random sequence","random sequence"
"10733",-4.3,"random sequence","random sequence"
"10734",-4.7,"random sequence","random sequence"
"10735",-3,"random sequence","random sequence"
"10736",-12.1,"random sequence","random sequence"
"10737",-8.8,"random sequence","random sequence"
"10738",-4.5,"random sequence","random sequence"
"10739",-16.4,"random sequence","random sequence"
"10740",-7.1,"random sequence","random sequence"
"10741",-18.5,"random sequence","random sequence"
"10742",-7.5,"random sequence","random sequence"
"10743",-9,"random sequence","random sequence"
"10744",-5,"random sequence","random sequence"
"10745",-6.6,"random sequence","random sequence"
"10746",-5.3,"random sequence","random sequence"
"10747",-8.4,"random sequence","random sequence"
"10748",-12.1,"random sequence","random sequence"
"10749",-10.3,"random sequence","random sequence"
"10750",-10.9,"random sequence","random sequence"
"10751",-6.4,"random sequence","random sequence"
"10752",-5.7,"random sequence","random sequence"
"10753",-7.5,"random sequence","random sequence"
"10754",-6.5,"random sequence","random sequence"
"10755",-9.4,"random sequence","random sequence"
"10756",-9,"random sequence","random sequence"
"10757",-4.1,"random sequence","random sequence"
"10758",-6.3,"random sequence","random sequence"
"10759",-7.1,"random sequence","random sequence"
"10760",-4.8,"random sequence","random sequence"
"10761",-6.7,"random sequence","random sequence"
"10762",-1.2,"random sequence","random sequence"
"10763",-6.8,"random sequence","random sequence"
"10764",-5.4,"random sequence","random sequence"
"10765",-6.9,"random sequence","random sequence"
"10766",-11.9,"random sequence","random sequence"
"10767",-9.9,"random sequence","random sequence"
"10768",-4,"random sequence","random sequence"
"10769",-5.9,"random sequence","random sequence"
"10770",-4.8,"random sequence","random sequence"
"10771",-5,"random sequence","random sequence"
"10772",-9,"random sequence","random sequence"
"10773",-2.4,"random sequence","random sequence"
"10774",-8.2,"random sequence","random sequence"
"10775",-7.4,"random sequence","random sequence"
"10776",-7.9,"random sequence","random sequence"
"10777",-5.2,"random sequence","random sequence"
"10778",-14.5,"random sequence","random sequence"
"10779",-12.1,"random sequence","random sequence"
"10780",-9.2,"random sequence","random sequence"
"10781",-8.4,"random sequence","random sequence"
"10782",-6.9,"random sequence","random sequence"
"10783",-7.3,"random sequence","random sequence"
"10784",-5.9,"random sequence","random sequence"
"10785",-2.5,"random sequence","random sequence"
"10786",-4.7,"random sequence","random sequence"
"10787",-5.3,"random sequence","random sequence"
"10788",-11.8,"random sequence","random sequence"
"10789",-5.7,"random sequence","random sequence"
"10790",-5.8,"random sequence","random sequence"
"10791",-6.7,"random sequence","random sequence"
"10792",-10.5,"random sequence","random sequence"
"10793",-7.2,"random sequence","random sequence"
"10794",-16.7,"random sequence","random sequence"
"10795",-8.5,"random sequence","random sequence"
"10796",-0.8,"random sequence","random sequence"
"10797",-6.9,"random sequence","random sequence"
"10798",-2.8,"random sequence","random sequence"
"10799",-5.9,"random sequence","random sequence"
"10800",-7.2,"random sequence","random sequence"
"10801",-11.4,"random sequence","random sequence"
"10802",-11.8,"random sequence","random sequence"
"10803",-11.1,"random sequence","random sequence"
"10804",-14,"random sequence","random sequence"
"10805",-5.4,"random sequence","random sequence"
"10806",-0.3,"random sequence","random sequence"
"10807",-12.1,"random sequence","random sequence"
"10808",-4,"random sequence","random sequence"
"10809",-14.6,"random sequence","random sequence"
"10810",-2.9,"random sequence","random sequence"
"10811",-9.8,"random sequence","random sequence"
"10812",-10.9,"random sequence","random sequence"
"10813",-15.6,"random sequence","random sequence"
"10814",-4,"random sequence","random sequence"
"10815",-6.2,"random sequence","random sequence"
"10816",-9.9,"random sequence","random sequence"
"10817",-5.4,"random sequence","random sequence"
"10818",-13.2,"random sequence","random sequence"
"10819",-8.6,"random sequence","random sequence"
"10820",-7.4,"random sequence","random sequence"
"10821",-4,"random sequence","random sequence"
"10822",-7.8,"random sequence","random sequence"
"10823",-2.7,"random sequence","random sequence"
"10824",-12.8,"random sequence","random sequence"
"10825",-3.8,"random sequence","random sequence"
"10826",-12.1,"random sequence","random sequence"
"10827",-10,"random sequence","random sequence"
"10828",-3.7,"random sequence","random sequence"
"10829",-7,"random sequence","random sequence"
"10830",-6.8,"random sequence","random sequence"
"10831",-4.7,"random sequence","random sequence"
"10832",-10,"random sequence","random sequence"
"10833",-8.4,"random sequence","random sequence"
"10834",-8.5,"random sequence","random sequence"
"10835",-4.1,"random sequence","random sequence"
"10836",-5.1,"random sequence","random sequence"
"10837",-11.4,"random sequence","random sequence"
"10838",-7.3,"random sequence","random sequence"
"10839",-5.9,"random sequence","random sequence"
"10840",-9.7,"random sequence","random sequence"
"10841",-10.2,"random sequence","random sequence"
"10842",-5.5,"random sequence","random sequence"
"10843",-13.7,"random sequence","random sequence"
"10844",-6.4,"random sequence","random sequence"
"10845",-9.9,"random sequence","random sequence"
"10846",-5.2,"random sequence","random sequence"
"10847",-14.9,"random sequence","random sequence"
"10848",-4.8,"random sequence","random sequence"
"10849",-11.2,"random sequence","random sequence"
"10850",-8.9,"random sequence","random sequence"
"10851",-12.2,"random sequence","random sequence"
"10852",-9.3,"random sequence","random sequence"
"10853",-7.9,"random sequence","random sequence"
"10854",-9.1,"random sequence","random sequence"
