"","Control_R1","Control_R2","Control_R3","Control_R4","Control_R5"
"b2203_napB_2298718_-1",168.957564564753,138.436138536457,166.816274263758,150.335663565058,150.635748224337
"b2204_napH_2299578_-1",51.9221751569424,41.2763226811338,70.2316982904932,37.4410112681037,40.0525135638862
"b2205_napG_2300260_-1",12.9103786876722,13.3899062853008,6.65218271603943,14.5762715623915,6.38287068747191
"b2206_napA_2302753_-1",8.98113300011977,11.9513213124999,11.1296133902967,15.4336993013557,9.25516249683427
"b2207_napD_2303013_-1",45.0459952037257,37.0712281452542,48.3562512819789,39.0129621228714,37.4993652888975
"b2208_napF_2303497_-1",58.938685313286,54.8875497314809,45.9256460588107,61.0202740896195,62.7117045044115
"b2209_eco_2303905_1",148.188694501976,173.847460943864,131.124755460393,158.624131708378,135.636002108778
"b2210_mqo_2306754_-1",145.382090439439,128.36604372685,151.976789743362,155.623134622004,120.795827760406
"b2211_yojI_2308615_-1",12.0683974689109,20.9148122968748,12.2809527065343,21.1498842277838,20.1060426655365
"b2212_alkB_2309341_-1",561.601472913739,444.965398125574,623.514203038003,423.140589178837,431.162914938728
"b2213_ada_2310405_-1",17.9622660002395,23.6813218599535,19.1889886039599,19.5779333730161,16.2763202530534
"b2214_apbE_2311534_-1",23.7158043284413,22.4640576521988,32.7492072174249,20.0066472424982,27.9250592576896
"b2215_ompC_2312749_-1",128.682796267341,169.974347555554,116.924903893462,157.909608592575,174.571513302357
"b2216_rcsD_2313488_1",31.574295703546,32.3128316967589,26.6087308641577,35.1545372975325,31.1164946014256
"b2217_rcsB_2316177_1",65.2535444539952,64.4043426284715,59.9975710350479,56.7331353947984,46.4353842513582
"b2218_rcsC_2319876_-1",18.6639170158739,25.2305672152775,22.2592267805935,26.8660691542118,23.7761933108329
"b2219_atoS_2320043_1",50.9398637350543,49.5758513703698,39.5293165241574,44.4433378029781,40.5312288654466
"b2220_atoC_2321866_1",15.1556619377021,15.3817931707174,14.8394845203956,13.1472253307845,14.8401743483722
"b2221_atoD_2323447_1",374.400981942493,431.575491840273,465.65279012276,424.569635410444,528.501692922674
"b2222_atoA_2324109_1",915.935235809089,1072.85240856191,1000.76971899185,1096.22136426574,1169.66105347923
"b2223_atoE_2324756_1",17.1202847814783,23.2386803298609,14.1998515669303,20.2924564888196,26.808056887382
"b2224_atoB_2326109_1",163.905677252186,248.875200294558,190.610620132668,242.50914550371,231.69820595523
