"","RNA_input"
"b3092_uxaC_3244741_-1",523
"b3093_exuT_3245224_1",514
"b3094_exuR_3246652_1",1456
"b3095_yqjA_3247773_1",779
"b3096_mzrA_3248439_1",1733
"b3097_yqjC_3248969_1",2287
"b3098_yqjD_3249375_1",1202
"b3099_yqjE_3249683_1",1469
"b3100_yqjK_3250077_1",1487
"b3101_yqjF_3250562_1",1659
"b3102_yqjG_3251024_1",545
"b3103_yhaH_3252304_1",1810
"b3104_yhaI_3252911_1",1413
"b3105_yhaJ_3254214_-1",353
"b3106_yhaK_3254319_1",2071
"b3107_yhaL_3255043_1",572
"b4470_yhaM_3256651_-1",788
"b3110_yhaO_3258010_-1",198
"b4471_tdcG_3259649_-1",476
"b3113_tdcF_3260110_-1",419
"b3114_tdcE_3262418_-1",14943
"b3115_tdcD_3263660_-1",1503
"b3116_tdcC_3265017_-1",2121
"b3117_tdcB_3266028_-1",2571
"b3118_tdcA_3267065_-1",2422
"b3119_tdcR_3267380_1",4253
"b3120_yhaB_3267854_1",282
"b3121_yhaC_3268415_1",302
"b3124_garK_3271770_-1",759
"b3125_garR_3272751_-1",1793
"b3126_garL_3273557_-1",1720
"b3127_garP_3274907_-1",719
"b3128_garD_3275282_1",920
"b3129_prlF_3277002_1",662
"b3130_yhaV_3277337_1",839
"b3131_agaR_3278665_-1",1915
"b3132_kbaZ_3278914_1",441
"b3133_agaV_3280217_1",615
"b3134_agaW_3280701_1",2413
"b3135_agaA_3281071_1",171
"b3136_agaS_3281976_1",347
"b3137_kbaY_3283143_1",574
"b3138_agaB_3284170_1",1348
"b3139_agaC_3284685_1",666
"b3140_agaD_3285478_1",268
"b3141_agaI_3286270_1",1022
"b3142_yraH_3287426_1",5328
"b3143_yraI_3288090_1",244
"b3144_yraJ_3288814_1",792
"b3145_yraK_3291341_1",642
"b3146_rsmI_3293335_-1",747
"b3147_lpoA_3293400_1",707
"b3148_yraN_3295394_1",1476
"b3149_diaA_3295809_1",1730
"b3150_yraP_3296409_1",881
"b3151_yraQ_3298138_-1",6609
"b3152_yraR_3298846_-1",555
"b3153_yhbO_3298974_1",813
"b3154_yhbP_3299915_-1",721
"b3155_yhbQ_3299966_1",440
"b3156_yhbS_3300758_-1",2431
"b3157_yhbT_3301276_-1",532
"b3158_yhbU_3301485_1",161
"b3159_yhbV_3302489_1",444
"b3160_yhbW_3303448_1",2772
"b3161_mtr_3305817_-1",99
"b3162_deaD_3307860_-1",1017
"b4685_yrbN_3307933_-1",1380
"b3163_nlpI_3308924_-1",778
"b3164_pnp_3311168_-1",2280
"b3165_rpsO_3311684_-1",400
"b3166_truB_3312777_-1",2454
"b3167_rbfA_3313178_-1",1076
"b3168_infB_3316014_-1",1235
"b3169_nusA_3317526_-1",2080
"b3170_rimP_3318006_-1",1233
"b3172_argG_3318637_1",263
"b3173_yhbX_3321613_-1",4493
"b3175_secG_3322505_-1",699
"b3176_glmM_3324070_-1",272
"b3177_folP_3324911_-1",384
"b3178_ftsH_3326935_-1",716
"b3179_rlmE_3327664_-1",2689
"b3180_yhbY_3327790_1",370
"b3181_greA_3328715_-1",1538
"b3182_dacB_3328963_1",81
"b3183_obgE_3331754_-1",252
"b3184_yhbE_3332735_-1",631
"b3185_rpmA_3333119_-1",860
"b3186_rplU_3333451_-1",2958
"b3187_ispB_3333710_1",1299
"b3188_sfsB_3334909_1",2129
"b3189_murA_3336494_-1",4199
"b3190_ibaG_3336803_-1",778
"b3191_mlaB_3337256_-1",4033
"b3192_mlaC_3337891_-1",1818
"b3193_mlaD_3338461_-1",2837
"b3194_mlaE_3339248_-1",843
"b3195_mlaF_3340065_-1",1314
"b3196_yrbG_3340275_1",596
"b3197_kdsD_3341266_1",895
"b3198_kdsC_3342273_1",566
"b3199_lptC_3342836_1",1022
"b3200_lptA_3343380_1",490
"b3201_lptB_3343944_1",760
"b3202_rpoN_3344717_1",2146
"b3203_hpf_3346173_1",961
"b3204_ptsN_3346578_1",744
"b3205_yhbJ_3347115_1",4123
"b3206_npr_3347966_1",1448
"b3207_yrbL_3348452_1",1022
"b3208_mtgA_3349809_-1",1834
"b3209_elbB_3350459_-1",342
"b3210_arcB_3353025_-1",217
"b3211_yhcC_3354050_-1",1071
"b3212_gltB_3354725_1",329
"b3213_gltD_3359198_1",539
"b3214_gltF_3361176_1",2239
"b3215_yhcA_3362112_1",1186
"b3216_yhcD_3362807_1",1135
"b4569_yhcE_3365185_1;b4569_yhcE_3366751_1",814
"b3218_insH1_3366718_-1",0
"b3219_yhcF_3366926_1",1300
"b3220_yhcG_3367827_1",891
"b3221_yhcH_3369478_-1",238
"b3222_nanK_3370350_-1",1657
"b3223_nanE_3371036_-1",509
"b3224_nanT_3372574_-1",1688
"b3225_nanA_3373576_-1",316
"b3226_nanR_3374489_-1",1330
"b3227_dcuD_3374869_1",4337
"b3228_sspB_3376776_-1",731
"b3229_sspA_3377420_-1",1959
"b3230_rpsI_3378207_-1",729
"b3231_rplM_3378651_-1",1904
"b3232_zapE_3379997_-1",1150
"b3233_yhcB_3380191_1",1223
"b3234_degQ_3380743_1",486
"b3235_degS_3382200_1",600
"b3236_mdh_3384268_-1",709
"b3237_argR_3384703_1",1524
"b3238_yhcN_3385538_1",1364
"b3239_yhcO_3386129_-1",1203
"b3240_aaeB_3388188_-1",1111
"b3241_aaeA_3389126_-1",825
"b3242_aaeX_3389337_-1",1934
"b3243_aaeR_3389520_1",1162
"b3244_tldD_3392028_-1",3282
"b4472_yhdP_3396258_-1",396
"b3247_rng_3397795_-1",1443
"b3248_yhdE_3398378_-1",664
"b3249_mreD_3398875_-1",5221
"b3250_mreC_3399978_-1",2081
"b3251_mreB_3401087_-1",444
"b3252_csrD_3403332_-1",550
"b3253_acuI_3403484_1",554
"b4697_yrdF_3404495_1",5392
"b4646_yrdE_3404638_1;b4646_yrdE_3404732_1",4990
"b3255_accB_3405436_1",743
"b3256_accC_3405917_1",831
"b3257_yhdT_3407375_1",264
"b3258_panF_3407607_1",1963
"b3259_prmA_3409070_1",364
"b3260_dusB_3410280_1",996
"b3261_fis_3411271_1",2046
"b3262_yhdJ_3411653_1",418
"b3263_yhdU_3412621_1",3115
"b3264_acrS_3413465_-1",659
"b3265_acrE_3413864_1",1202
"b3266_acrF_3415033_1",1889
"b3267_yhdV_3418390_1",4798
"b3268_yhdW_3419042_1;b3268_yhdW_3419107_1",3321
"b3269_yhdX_3420134_1",875
"b3270_yhdY_3421325_1",361
"b3271_yhdZ_3422436_1",734
"b3279_yrdA_3429236_1",2751
"b3280_yrdB_3430023_-1",6208
"b3281_aroE_3430838_-1",1522
"b3282_tsaC_3431415_-1",1160
"b3283_yrdD_3431962_-1",5901
"b3284_smg_3432464_-1",2457
"b4473_smf_3433560_-1",719
"b3287_def_3433690_1",1167
"b3288_fmt_3434214_1",2517
"b3289_rsmB_3435207_1",674
"b3290_trkA_3436518_1",896
"b3291_mscL_3438024_1",1958
"b4550_arfA_3438649_-1",277
"b3292_zntR_3439130_-1",2246
"b3293_yhdN_3439509_-1",435
"b3294_rplQ_3439999_-1",185
"b3295_rpoA_3441029_-1",6755
"b3296_rpsD_3441675_-1",798
"b3297_rpsK_3442098_-1",1117
"b3298_rpsM_3442471_-1",579
"b3299_rpmJ_3442734_-1",1254
"b3300_secY_3444097_-1",921
"b3301_rplO_3444539_-1",894
"b3302_rpmD_3444722_-1",976
"b3303_rpsE_3445229_-1",1475
"b3304_rplR_3445597_-1",2312
"b3305_rplF_3446140_-1",2524
"b3306_rpsH_3446545_-1",207
"b3307_rpsN_3446884_-1",2538
"b3308_rplE_3447438_-1",1417
"b3309_rplX_3447767_-1",297
"b3310_rplN_3448149_-1",1823
"b3311_rpsQ_3448568_-1",4518
"b3312_rpmC_3448759_-1",53
"b3313_rplP_3449169_-1",1223
"b3314_rpsC_3449883_-1",1580
"b3315_rplV_3450233_-1",3722
"b3316_rpsS_3450526_-1",1545
"b3317_rplB_3451364_-1",1147
"b3318_rplW_3451684_-1",1075
"b3319_rplD_3452286_-1",3623
"b3320_rplC_3452926_-1",5140
"b3321_rpsJ_3453270_-1",1701
"b3322_gspB_3453927_-1",2451
"b3323_gspA_3455398_-1",309
"b3324_gspC_3455578_1",797
"b3325_gspD_3456377_1",68
"b3326_gspE_3458339_1",3470
"b3327_gspF_3459817_1",545
"b3328_gspG_3461023_1",1160
"b3329_gspH_3461468_1",702
"b3330_gspI_3461974_1",460
"b3331_gspJ_3462344_1",419
"b3332_gspK_3462924_1",303
"b3333_gspL_3463922_1",1322
"b3334_gspM_3465082_1",905
"b3335_gspO_3465543_1",882
"b3336_bfr_3466725_-1",1300
"b3337_bfd_3466991_-1",556
"b3338_chiA_3469853_-1",450
"b3339_tufA_3471329_-1",146
"b3340_fusA_3473514_-1",1093
"b3341_rpsG_3474081_-1",1444
"b3342_rpsL_3474552_-1",1886
"b3343_tusB_3474965_-1",1762
"b3344_tusC_3475332_-1",1288
"b3345_tusD_3475718_-1",940
"b3346_yheO_3476440_-1",4117
"b3347_fkpA_3477419_-1",261
"b3348_slyX_3477640_1",763
"b3349_slyD_3478497_-1",941
"b4551_yheV_3478792_-1",225
"b3350_kefB_3480607_-1",812
"b3351_kefG_3481161_-1",3842
"b3352_yheS_3481289_1",2160
"b3353_yheT_3483202_1",605
"b3354_yheU_3484218_1",1181
"b3355_prkB_3484490_1",896
"b3356_yhfA_3485818_-1",269
"b3357_crp_3486120_1",847
"b3358_yhfK_3486791_1",601
"b3359_argD_3490180_-1",439
"b3360_pabA_3490829_-1",3179
"b3361_fic_3491463_-1",478
"b3362_yhfG_3491620_-1",387
"b3363_ppiA_3492297_-1",140
"b3364_tsgA_3492568_1",828
"b3365_nirB_3494011_1",320
"b3366_nirD_3496551_1",1200
"b3367_nirC_3497003_1",155
"b3368_cysG_3497828_1",631
"b3369_yhfL_3499448_1",3730
"b3370_frlA_3499910_1",850
"b3371_frlB_3501268_1",641
"b4474_frlC_3502340_1",397
"b3374_frlD_3503167_1",657
"b3375_frlR_3504052_1",1525
"b3376_yhfS_3506020_-1",627
"b3377_yhfT_3507336_-1",2355
"b3378_yhfU_3507701_-1",515
"b3379_php_3508590_-1",645
"b3380_yhfW_3509813_-1",629
"b3381_yhfX_3510976_-1",787
"b3382_yhfY_3511422_-1",2024
"b3383_yhfZ_3512344_-1",6331
"b3384_trpS_3513638_-1",348
"b3385_gph_3514389_-1",781
"b3386_rpe_3515059_-1",392
"b3387_dam_3515913_-1",1609
"b3388_damX_3517306_-1",3214
"b3389_aroB_3518486_-1",423
"b3390_aroK_3519064_-1",1144
"b3391_hofQ_3520703_-1",753
"b3392_hofP_3521019_-1",278
"b3393_hofO_3521449_-1",1164
"b3394_hofN_3521972_-1",2040
"b3395_hofM_3522751_-1",1995
"b3396_mrcA_3522871_1",1751
"b3397_nudE_3526149_-1",840
"b3398_yrfF_3526469_1",1563
"b3399_yrfG_3528669_1",1627
"b3400_hslR_3529348_1",471
"b3401_hslO_3529774_1",2100
"b3402_yhgE_3532439_-1",2107
"b3403_pck_3532818_1",117
"b3404_envZ_3535868_-1",816
"b3405_ompR_3536584_-1",1653
"b3406_greB_3536812_1",1477
"b3407_yhgF_3537385_1",1420
"b3408_feoA_3540163_1",1204
"b3409_feoB_3540407_1",486
"b3410_feoC_3542728_1",968
"b3411_yhgA_3543167_1",417
"b3412_bioH_3544844_-1",747
"b3413_gntX_3544882_1",640
"b3414_nfuA_3545624_1",1844
"b3415_gntT_3546559_1",2487
"b3416_malQ_3550070_-1",173
"b3417_malP_3552473_-1",2051
"b3418_malT_3553085_1",1
"b4475_rtcA_3556849_-1",1
"b3421_rtcB_3558079_-1",1119
"b3422_rtcR_3558268_1",991
"b3423_glpR_3560605_-1;b3423_glpR_3560453_-1",1655
"b3424_glpG_3561452_-1",298
"b3425_glpE_3561823_-1",570
"b3426_glpD_3562013_1",2262
"b3427_yzgL_3564005_-1",1023
"b3428_glgP_3566581_-1",685
"b3429_glgA_3568033_-1",1547
"b3430_glgC_3569328_-1",567
"b3431_glgX_3571319_-1",313
"b3432_glgB_3573502_-1",458
"b3433_asd_3574878_-1",2155
"b3434_yhgN_3575071_1",1145
"b4476_gntU_3577061_-1",3189
"b3437_gntK_3577592_-1",196
"b3438_gntR_3578726_-1",4934
"b3439_yhhW_3579645_-1",606
"b3440_yhhX_3580805_-1",1046
"b3441_yhhY_3581138_1",678
"b3442_yhhZ_3581863_1",2149
"b3443_yrhA_3583038_1;b3443_yrhA_3584196_1",1972
"b3444_insA_3583483_1",1
"b3445_insB1_3583677_1",4
"b3446_yrhB_3584759_1",2105
"b3447_ggt_3586823_-1",389
"b3448_yhhA_3586943_1",918
"b3449_ugpQ_3588113_-1",386
"b3450_ugpC_3589180_-1",353
"b3451_ugpE_3590027_-1",470
"b3452_ugpA_3590911_-1",1362
"b3453_ugpB_3592325_-1",653
"b3454_livF_3593437_-1",393
"b3455_livG_3594206_-1",866
"b3456_livM_3595480_-1",651
"b3457_livH_3596403_-1",973
"b3458_livK_3597560_-1",1913
"b3459_panM_3597984_1",207
"b3460_livJ_3599658_-1",241
"b3461_rpoH_3600783_-1",520
"b3462_ftsX_3602086_-1",547
"b3463_ftsE_3602747_-1",1556
"b3464_ftsY_3604243_-1",505
"b3465_rsmD_3604393_1",661
"b3466_yhhL_3604979_1",2165
"b3467_yhhM_3605610_-1",1306
"b3468_yhhN_3605751_1",1018
"b3469_zntA_3606451_1",431
"b3470_tusA_3608996_-1",4263
"b3471_yhhQ_3609217_1",5467
"b3472_dcrB_3609955_1",1650
"b3473_yhhS_3611733_-1",8220
"b3474_yhhT_3611865_1",2602
"b3475_acpT_3612969_1",1645
"b3476_nikA_3613667_1",2820
"b3477_nikB_3615241_1",2653
"b3478_nikC_3616182_1",1628
"b3479_nikD_3617015_1",458
"b3480_nikE_3617776_1",427
"b3481_nikR_3618588_1",1229
"b3482_rhsB_3619192_1",686
"b3483_yhhH_3623399_1",7725
"b4552_yrhC_3623887_1",3111
"b3484_yhhI_3624378_1",7014
"b3485_yhhJ_3626803_-1",8316
"b3486_rbbA_3629538_-1",4842
"b3487_yhiI_3630602_-1",1080
"b3488_yhiJ_3632590_-1",997
"b4660_yhiL_3634458_-1;b4660_yhiL_3633265_-1",13528
"b3491_yhiM_3634841_1",11775
"b3492_yhiN_3637410_-1",2306
"b3493_pitA_3637642_1",7588
"b3494_uspB_3639720_-1",3525
"b3495_uspA_3640111_1",1461
"b3496_dtpB_3640862_1",557
"b3497_rsmJ_3643132_-1",3698
"b3498_prlC_3645182_-1",1465
"b3499_rlmJ_3645385_1",1363
"b3500_gor_3646299_1",294
"b4613_dinQ_3647788_-1",6159
"b3501_arsR_3648528_1",9790
"b3502_arsB_3648935_1",901
"b3503_arsC_3650237_1",3512
"b3504_yhiS_3651291_1;b3504_yhiS_3653231_1",12733
"b3505_insH1_3653198_-1",1
"b3506_slp_3653961_1",3302
"b3507_dctR_3654683_1",11851
"b3508_yhiD_3655902_-1",2611
"b3509_hdeB_3656292_-1",6157
"b3510_hdeA_3656740_-1",726
"b3511_hdeD_3656995_1",387
"b3512_gadE_3658366_1",2899
"b3513_mdtE_3659232_1",5672
"b3514_mdtF_3660414_1",3841
"b3515_gadW_3664618_-1",11807
"b3516_gadX_3665810_-1",15703
"b3517_gadA_3667580_-1",2894
"b3518_yhjA_3669188_-1",4576
"b3519_treF_3669592_1",7647
"b3520_yhjB_3671894_-1",1055
"b3521_yhjC_3672414_1",895
"b3522_yhjD_3673362_1",5726
"b3523_yhjE_3674786_1",5127
"b3524_yhjG_3678350_-1",3068
"b3525_yhjH_3679187_-1",2377
"b3526_kdgK_3679419_1",2259
"b3527_yhjJ_3681940_-1",1365
"b3528_dctA_3683447_-1",19115
"b3529_yhjK_3685618_-1",535
"b3530_bcsC_3689173_-1",7096
"b3531_bcsZ_3690261_-1",4485
"b3532_bcsB_3692607_-1",3114
"b3533_bcsA_3695236_-1",1034
"b3534_bcsQ_3695985_-1",1701
"b3535_yhjR_3696185_-1",1542
"b3536_bcsE_3696458_1",12980
"b3537_bcsF_3698026_1",4391
"b3538_bcsG_3698214_1",4648
"b4453_ldrD_3700087_-1",13175
"b3539_yhjV_3700563_1",833
"b3540_dppF_3702868_-1",2315
"b3541_dppD_3703848_-1",1185
"b3542_dppC_3704761_-1",4377
"b3543_dppB_3705790_-1",741
"b3544_dppA_3707705_-1",9503
"b3546_eptB_3710475_-1",2099
"b3547_yhjX_3712007_-1",1302
"b3548_yhjY_3712934_-1",1236
"b3549_tag_3713092_1",8789
"b3550_yiaC_3713652_1",1711
"b3551_bisC_3716394_-1",4183
"b3552_yiaD_3716547_1",14459
"b3553_ghrB_3717310_1",4730
"b3554_yiaF_3719044_-1",1956
"b3555_yiaG_3719478_1",12187
"b3556_cspA_3720049_1",1049
"b4647_mokA_3720632_-1",2179
"b4455_hokA_3720600_-1",8219
"b3557_insJ_3720680_1",2108
"b3558_insK_3721198_1",8066
"b3559_glyS_3724397_-1",4836
"b3560_glyQ_3725318_-1",1988
"b4553_ysaB_3725712_-1",5882
"b3561_wecH_3725887_1",9364
"b3562_yiaA_3727361_-1",14749
"b3563_yiaB_3727748_-1",16510
"b3564_xylB_3729371_-1",4011
"b3565_xylA_3730765_-1",2942
"b3566_xylF_3731131_1",1392
"b3567_xylG_3732201_1",2835
"b3568_xylH_3733720_1",4385
"b3569_xylR_3734979_1",474
"b3570_bax_3737177_-1",2158
"b3571_malS_3737497_1",3245
"b3572_avtA_3739705_1",1028
"b3573_ysaA_3741582_-1",15958
"b3574_yiaJ_3742532_-1",2041
"b3575_yiaK_3742733_1",10872
"b3576_yiaL_3743743_1",2943
"b3577_yiaM_3744328_1",61482
"b3578_yiaN_3744804_1",6858
"b3579_yiaO_3746094_1",5780
"b3580_lyxK_3747084_1",408
"b3581_sgbH_3748577_1",1433
"b3582_sgbU_3749232_1",3429
"b3583_sgbE_3750086_1",5363
"b4648_ysaC_3750914_-1",817
"b4649_ysaD_3750918_1",1329
"b3584_yiaT_3751868_-1",8702
"b3585_yiaU_3751992_1",7425
"b3586_yiaV_3754099_-1",6140
"b3587_yiaW_3754428_-1",2795
"b3588_aldB_3756511_-1",1643
"b3589_yiaY_3757827_-1",1168
"b3590_selB_3759861_-1",2535
"b3591_selA_3761249_-1",3144
"b3592_yibF_3761955_-1",3329
"b3593_rhsA_3762183_1",2497
"b3594_yibA_3766337_1",4871
"b3595_rhsJ_3767221_1",3515
"b3596_yibG_3768177_1",5056
"b4650_yibS_3768639_1",3552
"b4651_yibW_3768892_1;b4651_yibW_3768975_1",13535
"b4615_yibV_3769345_1;b4615_yibV_3769673_1",47796
"b4652_yibU_3769948_1;b4652_yibU_3770033_1",11436
"b3597_yibH_3771379_-1",2844
"b3598_yibI_3771744_-1",14746
"b3599_mtlA_3772281_1",3630
"b3600_mtlD_3774424_1",1554
"b3601_mtlR_3775572_1",435
"b4554_yibT_3776380_-1",1794
"b3602_yibL_3776665_1",10896
"b3603_lldP_3777399_1",6737
"b3604_lldR_3779054_1",394
"b3605_lldD_3779827_1",3826
"b3606_trmL_3781215_1",9234
"b3607_cysE_3782562_-1",521
"b3608_gpsA_3783661_-1",12698
"b3609_secB_3784128_-1",3637
"b3610_grxC_3784442_-1",3315
"b3611_yibN_3785015_-1",2771
"b3612_gpmM_3785260_1",3835
"b3613_envC_3786838_1",4128
"b3614_yibQ_3788101_1",15187
"b3615_waaH_3790081_-1",15051
"b3616_tdh_3791345_-1",4703
"b3617_kbl_3792551_-1",4436
"b3618_yibB_3793683_-1",2446
"b3619_hldD_3793987_1",6161
"b3620_waaF_3794929_1",3103
"b3621_waaC_3795979_1",4012
"b3622_waaL_3796948_1",51693
"b3623_waaU_3799312_-1",5806
"b3624_waaZ_3800196_-1",35182
"b3625_waaY_3800965_-1",18004
"b3626_waaR_3801999_-1",12324
"b3627_waaO_3803058_-1",10241
"b3628_waaB_3804137_-1",13466
"b3629_waaS_3805116_-1",2495
"b3630_waaP_3805950_-1",12405
"b3631_waaG_3807067_-1",3333
"b3632_waaQ_3808098_-1",10665
"b3633_waaA_3808540_1",2391
"b3634_coaD_3809825_1",4944
"b3635_mutM_3811152_-1",2307
"b3636_rpmG_3811417_-1",8492
"b3637_rpmB_3811674_-1",7823
"b3638_yicR_3812559_-1",763
"b3639_dfp_3812731_1",653
"b3640_dut_3813932_1",12436
"b3641_slmA_3814494_1",12032
"b3642_pyrE_3815768_-1",1441
"b3643_rph_3816549_-1;b3643_rph_3815881_-1",2786
"b3644_yicC_3816676_1",2330
"b3645_dinD_3817760_1",2021
"b3646_yicG_3818874_1",6754
"b3647_ligB_3821170_-1",578
"b3648_gmk_3821428_1",2300
"b3649_rpoZ_3822106_1",973
"b3650_spoT_3822400_1",328
"b3651_trmH_3824515_1",6134
"b3652_recG_3825210_1",1576
"b3653_gltS_3828665_-1",21221
"b3654_xanP_3828945_1",1144
"b3655_yicH_3830457_1",2984
"b3656_yicI_3834537_-1",796
"b3657_yicJ_3835929_-1",2879
"b4653_yicT_3836425_1",3632
"b3659_setC_3836953_1",2153
"b3660_yicL_3838248_1",6209
"b3661_nlpA_3839993_-1",2905
"b4555_yicS_3840215_1",531
"b3662_nepI_3841739_-1",1643
"b3663_yicN_3842402_-1",25464
"b3664_adeQ_3843789_-1",2564
"b3665_adeD_3843964_1",2300
"b3666_uhpT_3847167_-1",4206
"b3667_uhpC_3848624_-1",7458
"b3668_uhpB_3850136_-1",6775
"b3669_uhpA_3850726_-1",282
"b3670_ilvN_3851092_-1",6259
"b3671_ilvB_3852784_-1",1376
"b3672_ivbL_3852988_-1",437
"b4618_tisB_3853553_1",394
"b3673_emrD_3853922_1",6009
"b3674_yidF_3855611_-1",11725
"b3675_yidG_3855970_-1",1269
"b3676_yidH_3856307_-1",15666
"b3677_yidI_3856415_1",1895
"b3678_yidJ_3858404_-1",7880
"b3679_yidK_3860116_-1",1784
"b3680_yidL_3860283_1",3429
"b4556_glvG_3861987_-1",20442
"b3683_glvC_3863603_-1",5619
"b3684_yidP_3863899_1",1363
"b3685_yidE_3866273_-1",2094
"b3686_ibpB_3866897_-1",1971
"b3687_ibpA_3867422_-1",7259
"b3688_yidQ_3867728_1",2377
"b3689_yidR_3869309_-1",657
"b3690_cbrA_3869377_1",964
"b3691_dgoT_3871730_-1",6817
"b4478_dgoD_3872998_-1",2127
"b4477_dgoA_3873612_-1",1144
"b3693_dgoK_3874474_-1",5545
"b4479_dgoR_3875160_-1",33767
"b3696_yidX_3875438_1",3991
"b3697_yidA_3876952_-1",374
"b3698_yidB_3877465_-1",2219
"b3699_gyrB_3880119_-1",1732
"b3700_recF_3881221_-1",405
"b3701_dnaN_3882321_-1",4598
"b3702_dnaA_3883729_-1",2441
"b3703_rpmH_3884336_1",8783
"b3704_rnpA_3884493_1",2994
"b4557_yidD_3884816_1",2577
"b3705_yidC_3885076_1",1807
"b3706_mnmE_3886828_1",2207
"b3707_tnaC_3888435_1",68478
"b3708_tnaA_3888730_1",3087
"b3709_tnaB_3890236_1",8719
"b3710_mdtL_3891615_1",6158
"b3711_yidZ_3892765_1",904
"b3712_yieE_3893881_1",2540
"b3713_chrR_3894652_1",3178
"b3714_adeP_3896609_-1",1869
"b3715_yieH_3896774_1",10128
"b3716_cbrB_3897506_1",4634
"b3717_cbrC_3898022_1",1331
"b3718_yieK_3899393_-1",6391
"b3719_yieL_3900577_-1",5546
"b3720_bglH_3902220_-1",5213
"b3721_bglB_3903701_-1",3197
"b3722_bglF_3905597_-1",1086
"b3723_bglG_3906567_-1",1824
"b3724_phoU_3907578_-1",2697
"b3725_pstB_3908366_-1",3659
"b3726_pstA_3909439_-1",2463
"b3727_pstC_3910398_-1",4791
"b3728_pstS_3911525_-1",4366
"b3729_glmS_3913668_-1",2912
"b3730_glmU_3915200_-1",17496
"b3731_atpC_3915972_-1",13486
"b3732_atpD_3917375_-1",1560
"b3733_atpG_3918265_-1",243
"b3734_atpA_3919857_-1",11681
"b3735_atpH_3920403_-1",3478
"b3736_atpF_3920888_-1",36486
"b3737_atpE_3921189_-1",4086
"b3738_atpB_3922051_-1",1853
"b3739_atpI_3922440_-1",5467
"b3740_rsmG_3923680_-1",1839
"b3741_mnmG_3925633_-1",1315
"b3742_mioC_3926455_-1",8535
"b3743_asnC_3927003_-1",3734
"b3744_asnA_3927155_1",3064
"b3745_viaA_3929603_-1",439
"b3746_ravA_3931093_-1",11206
"b3747_kup_3931316_1",11405
"b3748_rbsD_3933351_1",9304
"b3749_rbsA_3933778_1",765
"b3750_rbsC_3935288_1",25479
"b3751_rbsB_3936278_1",2269
"b3752_rbsK_3937294_1",888
"b3753_rbsR_3938227_1",4605
"b3754_hsrA_3940612_-1",4918
"b3755_yieP_3941327_-1",1214
"b4480_hdfR_3947967_-1",26922
"b3764_yifE_3948086_1",2686
"b3765_yifB_3949969_-1",6348
"b3766_ilvL_3950322_1",804
"b4669_ilvX_3950507_1",7486
"b4488_ilvG_3950560_1;b4488_ilvG_3951542_1",4206
"b3769_ilvM_3952201_1",2985
"b3770_ilvE_3952484_1",1862
"b3771_ilvD_3953478_1",4947
"b3772_ilvA_3955331_1",1370
"b3773_ilvY_3957820_-1",2342
"b3774_ilvC_3957970_1",2947
"b3775_ppiC_3959813_-1",1157
"b3777_yifN_3960460_-1;b3777_yifN_3960254_-1",3463
"b3778_rep_3960677_1",708
"b3779_gpp_3964229_-1",6456
"b3780_rhlB_3965630_-1",14087
"b3781_trxA_3965761_1",3766
"b3783_rho_3966417_1",3661
"b3784_wecA_3967916_1",13226
"b3785_wzzE_3969031_1",4649
"b3786_wecB_3970133_1",4933
"b3787_wecC_3971260_1",2464
"b3788_rffG_3972522_1",1156
"b3789_rffH_3973608_1",2055
"b3790_wecD_3974467_1",3688
"b3791_wecE_3975146_1",2297
"b3792_wzxE_3976278_1",1467
"b4481_wecF_3977525_1",1038
"b3793_wzyE_3978601_1",3783
"b3794_wecG_3979956_1",4641
"b3795_yifK_3980887_1",2121
"b3800_aslB_3982958_1",2748
"b3801_aslA_3986007_-1",501
"b3802_hemY_3987882_-1",2156
"b3803_hemX_3989066_-1",1252
"b3804_hemD_3989828_-1",1617
"b3805_hemC_3990766_-1",576
"b3806_cyaA_3991153_1",7253
"b3807_cyaY_3994059_-1",4617
"b4558_yifL_3994522_1",5243
"b3809_dapF_3994762_1",5902
"b3810_yigA_3995583_1",623
"b3811_xerC_3996287_1",303
"b3812_yigB_3997183_1",254
"b3813_uvrD_3997983_1",597
"b4482_yigE_4001056_-1",11386
"b3816_corA_4001426_1",594
"b3817_yigF_4002799_-1",7180
"b3818_yigG_4003193_-1",15426
"b3819_rarD_4004178_-1",8866
"b3820_yigI_4004697_-1",3140
"b3821_pldA_4004862_1",9416
"b3822_recQ_4005864_1",1232
"b3823_rhtC_4007757_1",1523
"b3824_rhtB_4009059_-1",3924
"b3825_pldB_4009170_1",2448
"b3826_yigL_4010200_1",5419
"b3827_yigM_4011076_1",1601
"b3828_metR_4012816_-1",16771
"b3829_metE_4013053_1",4028
"b3830_ysgA_4016169_-1",2263
"b3831_udp_4016431_1",9320
"b3832_rmuC_4017333_1",1942
"b3833_ubiE_4018855_1",2136
"b3834_ubiJ_4019624_1",5772
"b3835_ubiB_4020226_1",19030
"b3836_tatA_4021945_1",7493
"b3838_tatB_4022218_1",7609
"b3839_tatC_4022736_1",2183
"b4483_tatD_4023554_1",2225
"b3842_rfaH_4024821_-1",3301
"b3843_ubiD_4024988_1",5437
"b3844_fre_4026527_1",1894
"b3845_fadA_4028772_-1",191
"b3846_fadB_4030971_-1",3728
"b3847_pepQ_4031161_1",3910
"b3848_yigZ_4032492_1",551
"b3849_trkH_4033145_1",567
"b3850_hemG_4034608_1",873
