"","genenames","transcript","01_no_PNA","02_PNA15_5nM","03_PNA15_0.5nM","07_no_PNA","08_PNA15_5nM","09_PNA15_0.5nM","13_no_PNA","14_PNA15_5nM","15_PNA15_0.5nM","74_PNA15_16nM","75_PNA15_63nM","76_PNA15_250nM","77_PNA15_1000nM","78_PNA14_1000nM","79_no_PNA","80_PNA15_16nM","81_PNA15_63nM","82_PNA15_250nM","83_PNA15_1000nM","84_PNA14_1000nM","85_no_PNA","86_PNA15_16nM","87_PNA15_63nM","88_PNA15_250nM","89_PNA15_1000nM","90_PNA14_1000nM"
"96","b0106_hofC_115724_-1","b0106_hofC_115724_-1",213.441,222.357,287.84,209.613,242.927,193.416,236.268,243.843,181.561,387.027,279.809,255.28,291.492,263.368,214.818,339.445,307.832,273.828,294.176,256.93,273.564,267.733,302.482,301.445,273.097,283.64
"97","b0107_hofB_117099_-1","b0107_hofB_117099_-1",305.932,347.993,377.336,379.57,397.864,326.684,392.909,370.82,407.504,353.912,386.795,354.681,441.451,393.446,438.403,546.345,436.788,410.742,432.893,436.781,339.089,409.473,423.475,382.603,409.645,404.368
"98","b0108_ppdD_117549_-1","b0108_ppdD_117549_-1",17210.432,14053.347,18645.483,12487.294,15642.955,14402.381,17250.143,13476.515,13289.273,12780.165,14482.575,14858.19,16305.033,16219.615,14004.056,14710.904,15911.571,16429.695,12881.551,17432.692,14251.549,13460.125,13320.658,17008.437,14830.261,16126.728
"99","b0109_nadC_118645_-1","b0109_nadC_118645_-1",145.14,173.498,141.501,168.824,160.676,166.29,152.725,159.565,170.466,256.638,167.885,243.984,171.862,160.59,172.439,169.723,141.436,196.814,220.034,133.971,168.725,152.24,178.219,149.066,166.072,165.82
"100","b0110_ampD_118733_1","b0110_ampD_118733_1",5643.371,4763.221,7445.132,4480.062,7335.624,4936.813,9502.916,6478.121,5953.191,4538.769,4468.711,4879.685,5506.339,4981.509,4110.76,5306.659,5622.088,5339.651,4986.638,5656.128,4010.091,4871.683,4872.414,5747.325,5039.373,5221.877
"101","b0111_ampE_119281_1","b0111_ampE_119281_1",1543.887,1122.752,1210.62,1203.294,1243.326,1194.695,1076.91,1027.06,967.318,1415.649,1193.302,1222.18,1265.38,1316.84,1163.23,1126.634,1073.251,1146.656,1186.27,1147.008,1087.704,1249.419,1265.52,1164.372,1304.591,1197.104
"102","b0112_aroP_121551_-1","b0112_aroP_121551_-1",458.186,464.656,422.084,524.6,568.104,438.723,447.734,652.869,574.944,540.182,498.718,551.224,525.697,478.559,699.984,559.276,630.223,586.164,562.043,458.803,538.938,465.47,526.482,541.607,488.991,520.733
"103","b0113_pdhR_122092_1","b0113_pdhR_122092_1",221.978,277.198,243.092,296.858,285.009,251.204,281.955,357.336,338.914,486.371,437.818,350.163,397.643,290.668,377.027,381.472,405.589,269.55,389.843,368.878,335.812,365.726,313.927,314.695,330.299,328.731
"104","b0114_aceE_123017_1","b0114_aceE_123017_1",251.86,247.285,258.814,448.686,279.27,305.455,528.665,498.922,587.048,215.245,192.574,302.721,219.04,218.403,277.655,260.241,205.914,248.157,251.126,234.907,221.145,246.734,232.175,228.568,263.871,247.276
"105","b0115_aceF_125695_1","b0115_aceF_125695_1",899.297,992.13,989.298,1119.449,1218.46,1298.479,1204.834,1105.719,1113.576,939.627,1165.321,1052.747,1034.545,1132.161,1109.16,966.61,1098.21,1155.213,1081.036,1242.439,909.151,1083.18,1102.016,1079.901,1077.625,1067.648
"106","b0116_lpd_127912_1","b0116_lpd_127912_1",14237.915,22072.15,15476.828,19891.747,14954.343,17775.359,18221.32,19650.114,21690.515,16638.015,19640.932,22193.531,19981.542,18092.097,22327.869,18971.749,19270.68,20310.355,19473.002,16757.334,22343.807,21717.838,19203.526,19148.363,20135.35,21512.971
"107","b0117_yacH_131260_-1","b0117_yacH_131260_-1",2730.618,2337.239,2601.442,2479.104,2653.067,3071.061,2745.142,2248.52,2249.342,1868.905,1993.226,1838.918,2016.857,2131.033,2120.41,1698.842,1620.276,1587.348,1963.564,2092.143,1973.921,2136.611,1978.396,1826.887,1983.642,1873.476
"108","b0118_acnB_131615_1","b0118_acnB_131615_1",10168.313,10209.466,11719.189,10786.593,11342.959,11367.88,10561.552,9088.473,9340.317,15284.456,11969.233,13911.621,13410.329,12921.091,13125.789,13228.661,13411.478,14829.512,13448.378,14817.513,12811.651,13019.154,12423.022,14364.999,13837.517,14676.53
"109","b0119_yacL_134388_1","b0119_yacL_134388_1",1336.139,1465.76,1581.909,1482.024,1817.169,1592.14,1689.117,1530.477,1580.591,1510.853,1761.15,1540.715,1612.475,1713.498,1683.468,1637.419,1726.353,1702.869,1600.029,1870.082,1413.688,1655.392,1618.688,1674.509,1490.961,1572.381
"110","b0120_speD_135582_-1","b0120_speD_135582_-1",1003.171,899.398,1214.248,892.84,1321.751,889.24,1117.376,784.341,809.965,974.811,1032.001,874.277,871.107,989.236,748.208,743.546,802.858,740.192,1035.594,1029.555,768.273,724.453,904.176,763.549,682.742,813.1
"111","b0121_speE_136464_-1","b0121_speE_136464_-1",4956.092,4532.887,4438.537,4695.341,4621.347,5092.489,5406.742,4953.262,5467.01,4079.304,3942.012,4513.709,4495.384,4766.319,4784.439,4230.133,3619.102,3653.896,3769.277,4378.819,4201.75,3926.745,4605.903,4428.918,3937.76,4746.236
"112","b0122_yacC_136917_-1","b0122_yacC_136917_-1",25.613,26.922,18.141,29.459,24.867,31.843,16.969,21.35,19.165,26.906,37.856,22.591,18.534,17.665,33.611,59.807,31.199,29.95,35.875,38.539,26.21,38.497,37.606,26.501,29.524,24.728
"113","b0123_cueO_137083_1","b0123_cueO_137083_1",2473.066,2045.084,2384.958,2005.491,2060.096,2053.271,2195.591,2033.894,1866.046,1543.968,1973.475,1493.274,1656.283,1715.104,1774.071,1789.361,1728.433,1946.748,1542.629,2018.735,2027.979,1779.634,1723.33,1792.105,1836.022,1815.293
"114","b0124_gcd_141225_-1","b0124_gcd_141225_-1",2743.424,2992.344,2569.998,2654.726,2459.873,2514.402,2506.264,2765.422,2734.514,2460.828,2868.863,2530.207,2803.717,2945.225,2478.439,2230.639,2246.339,2284.755,2403.631,2554.617,2720.899,2631.829,2588.266,2575.53,2540.907,2450.937
"115","b0125_hpt_141431_1","b0125_hpt_141431_1",369.964,507.532,403.943,531.398,436.121,454.055,356.359,470.83,489.207,542.252,513.531,564.778,488.629,441.623,515.854,455.826,524.146,547.657,597.918,429.44,534.024,558.214,564.088,478.668,439.169,557.097
"116","b0126_can_142670_-1","b0126_can_142670_-1",145.14,143.585,158.433,185.819,149.199,159.214,163.168,161.813,123.058,134.528,113.569,160.397,144.904,157.378,150.518,137.394,141.436,94.128,145.892,167.004,140.877,141.741,140.613,137.472,166.072,152.729
"117","b0127_yadG_142779_1","b0127_yadG_142779_1",3969.996,2885.652,3285.969,2974.244,3498.528,3197.253,2827.379,2610.351,2617.508,1798.537,2054.126,2256.854,2203.884,2481.119,2333.766,1797.443,1878.189,1886.848,1980.305,2031.581,2073.846,2108.613,2073.229,1931.234,2203.226,1988.386
"118","b0128_yadH_143702_1","b0128_yadH_143702_1",7050.657,5409.352,6957.739,4742.928,6463.383,4573.57,6622.018,5380.268,4616.699,4638.113,4126.357,4382.68,4609.959,4742.23,3874.022,4663.329,4550.917,4907.516,4692.463,4474.25,4173.902,4285.471,4553.582,4558.109,4956.337,4568.779
"119","b0129_yadI_144577_1","b0129_yadI_144577_1",10970.85,7661.836,11680.488,8086.546,11574.409,10314.709,12617.471,9409.85,9019.558,6747.099,9289.652,9280.438,10908.213,11194.746,9301.452,8594.427,9784.056,8706.883,8296.714,10919.52,8760.607,9242.899,9167.66,10746.006,10613.868,8189.184
"120","b0130_yadE_145081_1","b0130_yadE_145081_1",214.864,195.435,218.903,193.751,200.845,171.008,186.664,162.936,165.422,186.27,200.804,144.583,144.904,200.738,159.286,169.723,149.756,145.471,212.859,192.697,158.897,229.235,191.299,167.285,236.192,193.457
"121","b0131_panD_146694_-1","b0131_panD_146694_-1",1920.966,2130.836,1890.309,2361.267,2008.45,2160.593,1771.354,1567.559,1724.832,1788.188,1810.528,2171.008,2123.007,1920.659,2200.784,2068.999,1940.588,2314.704,2296.006,2037.087,2177.047,2110.363,1930.98,2080.3,2164.476,2098.933
"122","b0132_yadD_146968_1","b0132_yadD_146968_1",1136.927,1186.568,1227.552,1274.676,1346.618,1316.169,1366.697,1279.892,1182.165,1425.997,1542.24,1561.047,1508.009,1467.795,1511.029,1747.334,1505.879,1591.627,1399.129,1653.527,1538.184,1445.406,1456.819,1437.659,1583.223,1650.928
"123","b0133_panC_148795_-1","b0133_panC_148795_-1",12032.362,10224.423,14116.241,10414.954,16029.342,13632.257,14977.536,12419.115,10938.055,11699.801,13634.919,10918.296,11181.171,12685.024,10590.357,11061.061,12128.153,11085.766,11377.189,13609.943,9600.957,10698.804,12467.168,11221.361,10617.559,10138.297
"124","b0134_panB_149601_-1","b0134_panB_149601_-1",2076.066,2164.738,1965.292,2076.872,1767.436,1941.231,1783.102,1930.514,1887.228,1957.901,1825.341,2073.866,2026.966,1882.118,1990.35,1580.844,1782.512,1660.084,1922.905,1809.52,2281.886,2066.616,2123.915,1970.985,2061.142,2104.751
"125","b0135_yadC_150953_-1","b0135_yadC_150953_-1",21065.17,15899.007,18809.963,13417.525,15321.603,14560.415,15951.324,14796.86,13486.973,11592.178,12602.918,11431.114,12540.907,12248.218,11025.838,11843.402,11156.819,11928.643,10788.837,10097.344,12148.217,11732.987,11665.999,11266.081,13097.573,12097.592
"126","b0136_yadK_151599_-1","b0136_yadK_151599_-1",367.118,418.789,335.007,353.51,317.526,334.939,327.642,310.141,303.611,376.679,322.603,323.053,318.451,325.998,322.957,455.826,274.553,299.5,361.143,266.106,388.232,313.23,333.548,311.382,324.764,330.186
"127","b0137_yadL_152231_-1","b0137_yadL_152231_-1",1542.465,2349.204,1435.57,2383.928,1486.253,2070.961,1935.828,2736.206,2724.427,1761.283,2399.772,2317.85,1978.104,2211.328,2510.588,1883.112,1638.996,1493.22,1956.389,1769.146,2373.62,2386.845,2029.083,1527.099,1882.153,1902.567
"128","b0138_yadM_152812_-1","b0138_yadM_152812_-1",6828.678,8102.561,6864.615,7395.388,6404.086,8032.641,6393.583,5974.704,7082.905,6813.328,6631.469,6492.692,6367.337,6675.737,6128.875,5938.673,5838.403,6503.421,6086.808,6371.861,6547.522,5247.909,5774.956,6288.931,5417.649,6727.349
"129","b0139_htrE_155426_-1","b0139_htrE_155426_-1",735.659,958.228,752.253,897.372,707.739,856.218,840.643,900.082,911.841,1030.692,948.058,984.973,978.942,971.571,1046.322,1176.743,1098.21,1103.87,1047.553,952.476,984.504,1034.183,1048.06,1030.212,1007.506,970.193
"130","b0140_yadV_156201_-1","b0140_yadV_156201_-1",2093.141,1884.548,1878.215,1786.813,1725.354,2121.674,1456.766,1618.126,1588.661,1504.644,1647.58,1640.116,1592.255,1597.873,1448.192,1480.627,1530.839,1604.462,1537.846,1328.695,1703.633,1541.65,1554.922,1611.57,1673.64,1784.748
"131","b0141_yadN_156883_-1","b0141_yadN_156883_-1",8127.82,8257.114,7901.08,6084.454,6321.835,6853.278,5659.979,5182.497,5295.536,5356.286,5232.425,5494.164,5546.778,5546.787,3789.264,4571.194,4607.076,4471.102,5051.214,4681.629,5353.34,4780.689,5295.889,5081.496,4947.111,5150.604
"132","b0142_folK_157732_-1","b0142_folK_157732_-1",66.878,41.879,93.125,53.253,55.471,34.202,58.741,69.669,48.416,76.578,47.732,31.628,58.972,44.965,37.995,63.04,101.917,89.85,81.317,22.023,39.315,54.246,50.686,49.689,51.667,50.91
"133","b0143_pcnB_159126_-1","b0143_pcnB_159126_-1",153.677,190.449,164.48,216.412,151.112,189.877,144.893,156.194,175.509,240.081,139.904,201.061,192.082,189.496,170.977,158.408,149.756,158.307,184.159,178.016,190.021,171.489,174.949,157.348,219.585,183.275
"134","b0144_gluQ_160112_-1","b0144_gluQ_160112_-1",943.408,1034.009,937.293,984.617,962.143,997.741,962.04,928.175,827.112,1018.274,829.551,1118.261,1090.147,1013.324,888.497,761.327,813.258,688.849,755.769,895.584,971.399,986.936,868.205,857.958,920.779,816.009
"135","b0145_dksA_160604_-1","b0145_dksA_160604_-1",2549.904,2384.103,2724.802,2667.189,2903.645,2535.63,2254.332,2240.655,2118.214,3305.251,2745.418,3519.699,3297.401,2917.925,3045.44,3064.704,2714.327,2845.247,3228.759,2899.637,3173.017,3134.046,2982.31,3536.178,3666.508,3272.764
"136","b0146_sfsA_161486_-1","b0146_sfsA_161486_-1",1457.088,1061.928,1367.843,1196.496,1203.157,1033.122,1157.842,1089.987,1049.02,1430.137,1083.025,1111.484,1137.325,1072.743,995.175,1175.127,1052.452,975.513,1155.178,1169.031,1179.439,1133.926,1265.52,1270.374,1310.126,1184.013
"137","b0147_ligT_162031_-1","b0147_ligT_162031_-1",28.459,36.893,32.654,49.854,24.867,20.049,31.328,37.082,45.39,31.045,26.335,13.555,20.219,19.271,29.227,29.095,39.519,51.343,40.658,22.023,14.743,22.749,45.781,21.532,27.679,32
"138","b0148_hrpB_162105_1","b0148_hrpB_162105_1",204.903,168.513,176.574,174.489,158.763,135.627,160.558,140.462,146.258,198.688,205.742,149.101,160.068,160.59,135.905,260.241,212.154,145.471,179.375,205.544,165.449,202.987,168.409,163.973,145.775,165.82
"139","b0149_mrcB_164730_1","b0149_mrcB_164730_1",1562.386,1616.324,1724.62,1684.839,1970.194,1957.743,1779.186,1491.148,1453.499,1957.901,2083.753,1963.17,1994.953,2209.722,1985.966,1875.03,1909.389,2057.99,1834.413,2545.441,1928.054,1940.624,1942.426,2360.213,1992.868,2170.206
"140","b0150_fhuA_167484_1","b0150_fhuA_167484_1",411.229,429.757,344.682,521.201,376.823,442.261,392.909,398.913,511.397,457.395,493.78,411.159,380.793,353.299,496.857,484.922,476.307,509.149,444.851,414.758,594.634,442.721,497.052,430.635,394.883,456.732
"141","b0151_fhuC_169778_1","b0151_fhuC_169778_1",22.767,43.873,27.816,29.459,22.954,23.587,37.855,34.835,35.304,35.184,34.565,31.628,32.014,36.936,45.302,21.013,43.679,59.9,43.05,42.21,39.315,45.497,55.591,26.501,40.595,36.364
"142","b0152_fhuD_170575_1","b0152_fhuD_170575_1",526.487,451.693,648.244,435.089,715.391,488.256,673.558,555.107,457.938,753.357,625.455,621.256,658.806,608.637,394.563,564.125,467.987,526.264,509.426,539.553,470.137,528.466,582.074,693.985,465.003,548.37
"143","b0153_fhuB_171462_1","b0153_fhuB_171462_1",246.168,153.556,116.103,133.699,145.374,91.99,122.702,171.926,158.362,120.04,93.818,126.51,143.219,110.807,97.91,166.49,122.717,106.964,95.667,128.465,99.925,103.243,117.723,117.597,199.287,129.456
"144","b0154_hemL_174882_-1","b0154_hemL_174882_-1",123.796,129.625,149.967,233.407,153.025,154.497,155.336,156.194,154.327,206.966,194.22,192.025,219.04,194.314,284.962,242.461,180.955,231.043,150.675,256.93,221.145,260.733,253.431,255.069,193.751,208.002
"145","b0155_clcA_175107_1","b0155_clcA_175107_1",589.096,604.252,476.508,735.347,464.813,580.247,493.421,522.52,562.84,351.843,345.646,438.268,380.793,419.141,606.458,420.265,305.752,380.792,382.668,363.372,563.51,398.974,467.621,389.228,417.026,430.55
"146","b0156_erpA_176610_1","b0156_erpA_176610_1",3850.47,3110.003,4806.198,3297.162,4843.233,3571.111,3888.625,3005.893,2445.025,4039.981,3844.902,3928.598,4026.974,3879.86,3067.36,3048.54,3949.814,3842.153,3441.618,3492.411,3117.322,3545.27,3494.077,3782.965,3908.236,3328.038
"147","b0157_yadS_177624_-1","b0157_yadS_177624_-1",227.67,199.423,252.767,224.343,198.932,166.29,267.596,253.956,234.012,190.409,251.828,173.952,237.575,260.156,225.047,273.172,239.194,295.221,220.034,282.623,203.126,232.735,253.431,235.193,226.966,232.73
"148","b0158_btuF_178462_-1","b0158_btuF_178462_-1",160.792,62.818,52.005,109.905,57.384,93.17,86.153,84.277,62.538,60.02,52.67,76.81,48.863,43.359,62.838,56.574,68.638,312.335,93.275,75.244,24.572,29.748,34.336,41.407,51.667,27.637
"149","b0159_mtn_179153_-1","b0159_mtn_179153_-1",274.627,299.135,247.929,304.789,281.183,286.585,244.1,233.729,256.203,238.011,261.704,327.571,247.684,327.604,293.73,257.008,264.153,342.285,303.742,231.237,270.288,295.731,266.511,279.913,267.561,308.367
"150","b0160_dgt_179237_1","b0160_dgt_179237_1",276.05,209.394,245.51,220.944,273.532,187.519,258.458,258.451,225.943,202.827,243.598,196.543,232.52,189.496,239.66,269.94,183.035,312.335,234.384,185.357,240.802,167.989,204.38,221.943,204.823,203.639
"151","b0161_degP_180884_1","b0161_degP_180884_1",267.512,245.29,212.856,256.068,248.665,287.765,219.298,228.111,208.795,149.016,213.971,216.875,188.712,244.097,246.967,192.352,170.555,205.371,241.559,238.578,194.935,225.735,192.935,182.192,195.596,199.275
"152","b0162_cdaR_182463_1","b0162_cdaR_182463_1",388.462,323.065,412.409,375.038,361.521,350.271,352.443,373.068,328.828,548.461,306.144,454.082,490.314,364.54,325.88,399.252,424.309,504.871,509.426,311.986,347.279,388.475,446.365,498.543,501.908,370.913
"153","b0163_yaeH_184095_-1","b0163_yaeH_184095_-1",1031.63,1624.301,1067.91,1667.843,1059.696,1329.142,1084.742,1382.149,1424.247,1225.24,1514.259,1466.165,1322.667,1321.658,1585.558,1354.548,1497.56,1514.613,1604.813,1132.327,1672.509,1515.401,1505.87,1374.72,1321.198,1582.563
"154","b0164_yaeI_185069_-1","b0164_yaeI_185069_-1",213.441,164.524,176.574,175.622,139.635,154.497,163.168,142.71,171.474,229.733,148.134,228.17,197.136,173.437,149.057,214.982,191.355,183.978,186.55,130.3,178.554,176.739,191.299,197.098,204.823,203.639
"155","b0166_dapD_185947_-1","b0166_dapD_185947_-1",5276.253,6648.766,4068.457,6162.634,3634.338,5771.802,3905.594,4494.794,5055.472,2618.123,3117.399,4509.191,3578.784,3711.241,4756.674,4045.862,3567.104,4518.166,4206.953,3134.545,5042.1,4042.237,3637.96,3941.969,4312.345,4180.411
"156","b0167_glnD_188650_-1","b0167_glnD_188650_-1",223.401,241.302,240.673,321.785,258.229,253.563,287.176,320.254,341.94,215.245,166.239,216.875,219.04,239.279,251.351,337.829,205.914,260.993,263.084,198.203,237.526,243.234,224,263.35,254.644,263.276
"157","b0168_map_189506_-1","b0168_map_189506_-1",567.752,539.44,568.423,584.651,573.843,521.278,490.81,487.685,481.137,658.153,636.977,573.815,554.341,582.943,527.545,509.168,486.707,526.264,590.743,616.632,502.899,565.213,583.709,516.762,548.039,510.551
"158","b0169_rpsB_189874_1","b0169_rpsB_189874_1",5496.809,6419.43,4801.36,6431.166,4732.29,7108.021,4923.764,5276.888,6513.005,3321.808,4147.754,4292.316,4187.042,4984.721,5776.691,4629.385,3893.655,4389.809,3790.802,4312.752,4853.717,4871.683,4367.188,4395.792,4301.274,4821.873
"159","b0170_tsf_190857_1","b0170_tsf_190857_1",914.949,1029.023,1067.91,1181.766,1252.89,1103.884,898.078,874.237,867.459,1668.148,1403.982,1457.128,1356.366,1204.427,1250.91,1348.082,1339.484,1185.163,1279.545,1363.564,1277.725,1462.905,1265.52,1285.281,1254.769,1178.195
"160","b0171_pyrH_191855_1","b0171_pyrH_191855_1",342.928,391.866,378.546,421.493,376.823,475.283,338.085,300.027,327.819,473.953,409.838,381.79,397.643,444.835,435.48,378.239,418.069,389.35,392.234,398.241,394.784,362.226,394.044,463.761,398.574,386.913
"161","b0172_frr_192872_1","b0172_frr_192872_1",2380.575,3039.208,2140.657,3111.343,2232.248,2822.216,2281.744,2642.939,2935.24,3460.475,3653.974,3467.739,3174.401,3133.116,3475.075,3261.906,3479.746,3713.796,3405.742,2692.258,3366.314,3219.791,3209.58,2997.884,2880.433,3463.312
"162","b0173_dxr_193521_1","b0173_dxr_193521_1",200.634,192.443,160.852,205.081,231.45,227.617,201.023,196.647,185.596,293.892,202.45,237.207,175.232,215.191,214.818,223.064,210.074,149.75,176.984,179.851,201.487,188.988,225.635,187.161,184.525,181.82
"163","b0174_ispU_194903_1","b0174_ispU_194903_1",179.29,222.357,162.061,247.004,183.63,194.595,133.145,169.678,144.24,138.667,136.613,162.656,187.027,147.743,153.441,150.326,145.596,132.636,169.809,143.147,139.239,157.49,165.139,144.097,188.215,176.002
"164","b0175_cdsA_195677_1","b0175_cdsA_195677_1",506.566,393.861,460.785,369.373,462.9,299.558,335.474,434.871,396.409,434.629,344,417.936,486.944,390.234,375.565,520.483,455.508,355.121,459.201,429.44,350.555,447.971,407.125,455.48,457.622,400.005
"165","b0176_rseP_196546_1","b0176_rseP_196546_1",542.139,491.578,488.602,521.201,512.633,469.386,382.466,453.974,430.704,465.674,386.795,438.268,320.136,345.269,336.109,365.308,395.189,470.642,480.726,365.207,357.108,363.976,335.183,347.821,431.788,330.186
"166","b0177_bamA_197928_1","b0177_bamA_197928_1",611.863,892.418,684.526,1094.522,872.241,925.8,939.849,1047.287,1142.827,1130.036,1073.149,1222.18,1122.161,961.936,1192.456,973.076,956.774,800.092,1040.378,1051.577,1084.428,1133.926,1056.235,935.804,1000.125,954.193
"167","b0178_skp_200482_1","b0178_skp_200482_1",6750.417,6146.22,7075.052,6958.032,7863.559,6934.654,7410.447,7355.73,6807.537,7098.942,6721.995,7278.864,7218.225,7210.502,6380.226,6433.293,6766.058,6490.585,6538.834,6192.01,6667.104,6563.823,6417.526,6943.166,6975.039,6320.072
"168","b0179_lpxD_200971_1","b0179_lpxD_200971_1",34.151,40.882,30.235,52.12,38.256,36.56,28.718,35.958,40.347,22.766,13.167,42.923,26.959,22.483,30.688,37.177,29.119,34.229,21.525,14.682,19.657,38.497,19.62,29.813,25.833,33.455
"169","b0180_fabZ_202101_1","b0180_fabZ_202101_1",924.91,1180.585,915.524,1236.153,885.631,1175.825,935.933,1419.231,1119.628,885.815,683.063,894.609,852.573,902.517,946.951,688.589,838.217,855.713,923.186,792.812,1015.628,815.447,855.125,886.115,813.755,997.829
"170","b0181_lpxA_202560_1","b0181_lpxA_202560_1",1333.293,1478.722,1464.596,1387.981,1279.669,1363.344,1343.201,1548.456,1534.192,1899.95,1794.068,1651.412,1553.502,1578.602,1563.638,1831.387,1871.95,1651.527,1748.313,1655.363,1846.149,1678.141,1757.666,1783.824,1644.116,1675.655
